District_Name,Crop_Year,Season,Area,Production,Temperature,PH,Rainfall,Sowing Temp,Harvest Temp,Phosphorous,Nitrogen,Potash,crop
BIJAPUR,2001,Rabi,6271.0,1829.0,21.2371201976,5.5200775918,71.8053058853,20.5929905539,30.4482004004,25.9351505674,14.2783591411,0.0,linseed
DAVANGERE,2001,Rabi,3.0,1.0,22.6703326971,6.9825612126,74.5948362874,20.7195381918,30.3889984895,24.6274880457,16.2071890344,0.0,linseed
DHARWAD,2001,Rabi,234.0,78.0,21.9665514538,5.7721941419,74.5205692087,20.7502117781,30.6233349223,22.7623985757,16.6885628202,0.0,linseed
GADAG,2001,Rabi,979.0,221.0,25.1593594596,5.2504687451,61.4078191565,20.0860714695,30.568619886,27.5517985639,17.6664662423,0.0,linseed
GULBARGA,2001,Rabi,1081.0,363.0,24.1381658641,6.8304376789,74.701560357,20.0104277877,30.8000098488,25.2553371383,15.1373573296,0.0,linseed
HAVERI,2001,Rabi,74.0,25.0,24.4830036477,5.5608599659,46.2274153967,20.2389115354,30.4871910743,24.5761940636,14.8864779553,0.0,linseed
KOPPAL,2001,Rabi,1389.0,586.0,23.2039097277,5.317716069,53.3956110306,20.0346240791,30.8134714176,22.6005684107,14.5399938415,0.0,linseed
RAICHUR,2001,Rabi,155.0,52.0,24.0492449162,5.1921871732,67.4635292922,20.9559930465,30.3022484154,25.4674011283,14.5163745487,0.0,linseed
SHIMOGA,2001,Rabi,5.0,2.0,23.0127739383,5.852794956,52.5522240418,20.8457180792,30.5325501396,22.1536650399,15.2155503105,0.0,linseed
UTTAR KANNAD,2001,Rabi,7.0,2.0,24.5160984559,6.7200214052,66.9508463696,20.4944705427,30.3108159866,22.6890871919,15.2111056183,0.0,linseed
BAGALKOT,2001,Kharif,21340.0,66431.0,26.8179449205,7.1772918647,74.1347843692,28.6329197343,33.5801741114,20.0818109858,45.7151460593,10.9085568123,maize-k
BANGALORE RURAL,2001,Kharif,5658.0,23718.0,27.6190657881,5.9188186372,97.889534658,27.6790731789,32.6353132699,17.8291896424,42.9177322273,9.3777995119,maize-k
BELGAUM,2001,Kharif,64163.0,130967.0,28.3936199213,7.4458269515,80.9736057852,25.2655121994,31.1892821096,18.7658985747,43.5241683055,9.2954836204,maize-k
BELLARY,2001,Kharif,43231.0,140539.0,26.349335709,7.2563973483,104.7487479263,28.4020656139,31.3835788976,19.6773525969,43.3328466434,9.0460415052,maize-k
BENGALURU URBAN,2001,Kharif,767.0,2100.0,28.617555916,6.3861054551,107.5735252863,25.6326312308,31.4722923196,18.2420862175,42.8316573263,8.8703608967,maize-k
BIDAR,2001,Kharif,241.0,415.0,28.0732306485,6.5537315482,72.6169933786,27.7405824506,31.3289169658,17.59693325,44.7157204799,8.7844294598,maize-k
BIJAPUR,2001,Kharif,3310.0,6986.0,25.1886957007,7.4618026948,65.1611017516,28.0351412773,32.1457578201,17.800869667,45.5126966671,9.8262558237,maize-k
CHAMARAJANAGAR,2001,Kharif,13134.0,33852.0,25.2091429399,5.7856203278,82.8663866512,25.3264581321,33.8721960634,15.7081942798,43.8936464178,10.2650401329,maize-k
CHIKMAGALUR,2001,Kharif,505.0,1200.0,27.0296637819,5.6890023635,81.2375627559,27.9653842244,31.870404588,18.5973354077,41.2780786558,11.9961733682,maize-k
CHITRADURGA,2001,Kharif,47846.0,129870.0,25.1225348137,6.9196396322,60.9408704495,26.3082059995,31.3938292326,15.841578794,41.6722906712,9.9708773854,maize-k
DAVANGERE,2001,Kharif,122428.0,265644.0,28.9128573997,7.2267348598,87.2918824577,28.5020679858,34.2999627486,16.5778818077,45.543617197,9.9842297733,maize-k
DHARWAD,2001,Kharif,9202.0,14538.0,29.4624776956,5.990638425,99.2985568128,26.7813515235,32.5794813729,17.0619793427,41.3973177777,8.7773231856,maize-k
GADAG,2001,Kharif,9272.0,14150.0,26.9176460659,6.0179718012,101.7601284293,28.9717438385,31.4683772933,20.4550818536,40.3330419397,10.9538193961,maize-k
GULBARGA,2001,Kharif,1685.0,4135.0,28.1497695605,6.449187323,94.0446071347,27.5130269617,30.2565054684,15.5475850281,45.8357127605,9.7476847075,maize-k
HASSAN,2001,Kharif,12840.0,53488.0,29.7482411713,7.4434414164,107.1169053142,27.3041116348,30.5418694066,20.6439303099,45.0381832206,11.4527869954,maize-k
HAVERI,2001,Kharif,80490.0,187534.0,29.0081081888,6.7327004135,106.2910096902,25.6795201871,31.3505337512,19.3946472254,42.4359175065,11.5767854746,maize-k
KODAGU,2001,Kharif,2334.0,10018.0,26.9797739922,6.9387461931,98.9429962758,28.6997801878,31.4591684312,18.8519272523,45.1732935721,8.9072542015,maize-k
KOLAR,2001,Kharif,15429.0,22856.0,27.1138276763,5.9451542332,70.6542496241,28.4856909029,33.488789318,18.9798123342,40.3199001134,10.6582285281,maize-k
KOPPAL,2001,Kharif,9936.0,32259.0,29.8705684976,7.323550365,102.5771239348,26.6444996555,33.5533702759,15.624424504,40.188105921,11.5781459488,maize-k
MYSORE,2001,Kharif,15251.0,65459.0,29.625692173,6.9964420076,67.2956676173,28.1854030564,34.0330172443,16.7236933401,40.3608707663,11.1882535354,maize-k
RAICHUR,2001,Kharif,135.0,368.0,27.2704824582,6.7463575776,66.6307558552,29.1926512104,31.2118383563,16.9882504829,43.7607435117,10.8685046301,maize-k
SHIMOGA,2001,Kharif,17497.0,49533.0,27.1065313332,6.6261749218,60.196954254,26.6197513053,31.693831667,16.5720303662,40.1718817676,10.1655356816,maize-k
TUMKUR,2001,Kharif,8820.0,18686.0,29.3818949714,7.2311450961,105.3973875859,26.2522337633,34.268518407,20.8653144079,44.2693541094,10.0909162244,maize-k
UTTAR KANNAD,2001,Kharif,60.0,112.0,29.3478106681,6.7641150545,76.5687045472,28.807951826,33.6933396313,20.4132035531,42.2153355371,9.2433608381,maize-k
BAGALKOT,2001,Rabi,15597.0,43755.0,25.6832207984,6.4874386431,196.5994246673,23.9896523352,25.4037274106,72.1179155141,25.2109957624,13.2762355026,maize-r
BANGALORE RURAL,2001,Rabi,37.0,91.0,22.6903888421,7.3745103971,278.617162303,22.3449389692,25.5704173437,66.6657319798,24.8857968173,10.3217728602,maize-r
BELGAUM,2001,Rabi,32666.0,71660.0,21.5771956671,6.0308391275,267.4655311379,25.4778000336,29.794858133,67.8830128404,25.8738637767,12.0241302644,maize-r
BELLARY,2001,Rabi,1325.0,3077.0,22.8890173508,6.8120816974,163.2152725921,25.5291459094,27.9230244169,69.7073044256,21.0405562553,12.8555102293,maize-r
BENGALURU URBAN,2001,Rabi,40.0,99.0,23.9748389753,7.1108081478,262.2793578614,25.7306426435,29.3594858785,66.4572133195,25.5177203409,13.9652311598,maize-r
BIDAR,2001,Rabi,36.0,68.0,26.02983689,6.4656200991,144.676655322,23.4037049394,25.0500280734,70.119377916,23.1028512802,10.994996999,maize-r
BIJAPUR,2001,Rabi,5812.0,12641.0,21.090211901,7.4441809584,93.7268587672,22.8632699894,26.7569633998,71.9981181209,23.7551533544,12.6147659799,maize-r
CHAMARAJANAGAR,2001,Rabi,2495.0,5560.0,26.8554335376,6.742368325,150.6925016217,22.9461364864,25.3717578903,72.5896199309,25.0849755316,13.5034838976,maize-r
CHITRADURGA,2001,Rabi,1277.0,3119.0,25.5653690392,6.6492721518,80.4553297087,26.868483714,29.2829978578,71.9053528636,22.1801119586,10.7998733149,maize-r
DAVANGERE,2001,Rabi,71.0,148.0,23.9612814759,6.9047696688,230.58966215,26.3800969609,29.3628305364,74.2846485943,23.6834797624,10.7354023829,maize-r
DHARWAD,2001,Rabi,81.0,191.0,21.3404904426,6.7084415748,128.7370954677,26.4532372004,26.5560973292,74.0991983586,26.2886291471,11.5460596812,maize-r
GADAG,2001,Rabi,863.0,2120.0,26.3524180034,6.1799055118,277.5444492213,23.575501804,29.9570427161,70.6710997261,25.3742432746,12.5215829844,maize-r
GULBARGA,2001,Rabi,119.0,277.0,26.0607386392,6.0708056327,234.165610549,23.8952261023,26.839433071,66.9327913993,21.3735178042,10.7086655051,maize-r
HASSAN,2001,Rabi,2172.0,4215.0,23.9164272204,5.548958421,254.1171611532,21.6892032276,28.9340058977,67.7740173231,25.5662892431,12.7065814317,maize-r
HAVERI,2001,Rabi,927.0,2167.0,23.2992686031,6.576280396,117.3537160088,26.318837558,26.9052320165,65.8076857723,25.5689227622,11.1304994712,maize-r
KOLAR,2001,Rabi,63.0,155.0,26.2491055875,5.5131971065,274.1928507564,23.7028340246,26.7326561352,70.4322538235,22.9772355796,12.6848585499,maize-r
KOPPAL,2001,Rabi,617.0,1520.0,22.1029397457,6.3348977872,117.6584745363,24.2609266778,29.6385437999,65.2834691117,21.3103421824,13.2783583426,maize-r
MYSORE,2001,Rabi,654.0,1225.0,21.886991961,6.1838446192,252.1832780367,25.654033324,28.1827989787,65.7077352329,24.8143153313,13.4424093861,maize-r
SHIMOGA,2001,Rabi,69.0,162.0,26.4466182297,6.958596857,248.5751733137,25.6376868911,26.6531989537,70.0756041895,26.7445913464,13.0072795893,maize-r
TUMKUR,2001,Rabi,268.0,519.0,24.1942625986,5.650909591,212.5285179102,23.428480297,28.6628840871,68.3463634274,24.1717311212,12.8585866692,maize-r
BAGALKOT,2001,Kharif,2301.0,501.0,27.3728977543,7.1152058938,60.0472221762,27.2501037548,31.8010240535,15.4811137225,5.9724730982,0.0,moong(green gram)
BANGALORE RURAL,2001,Kharif,93.0,24.0,33.1578926644,6.4911070032,75.9454680934,28.6852465099,32.1672998104,16.2183838695,3.4560137539,0.0,moong(green gram)
BELGAUM,2001,Kharif,14510.0,3322.0,25.2629091478,6.7590161729,88.4691261305,25.0028967843,33.543554234,15.3571505021,3.3056250875,0.0,moong(green gram)
BELLARY,2001,Kharif,2206.0,409.0,31.4430088434,6.9054256305,88.5659983083,26.3844288368,32.4527586354,15.6842005426,3.9282148704,0.0,moong(green gram)
BENGALURU URBAN,2001,Kharif,45.0,12.0,25.2158278315,6.3728630809,77.6721752743,25.1584843191,31.3952219395,15.088601454,6.6039531725,0.0,moong(green gram)
BIDAR,2001,Kharif,46928.0,14222.0,30.7448640426,6.5912694182,70.9730468101,26.4436818872,31.9680152113,16.7868327912,6.0720295207,0.0,moong(green gram)
BIJAPUR,2001,Kharif,1515.0,245.0,31.7842673727,6.2262120407,64.9555445646,25.2012502297,34.5196612244,17.7347837755,5.8073293856,0.0,moong(green gram)
CHAMARAJANAGAR,2001,Kharif,848.0,221.0,34.7718235179,6.7318339236,67.8345212805,26.8715171609,33.688672615,17.1498503455,6.8975027681,0.0,moong(green gram)
CHIKMAGALUR,2001,Kharif,2039.0,459.0,25.2438231196,6.7775521915,82.1339666692,28.9576508754,32.5361855533,15.0920036095,6.4238328126,0.0,moong(green gram)
CHITRADURGA,2001,Kharif,4600.0,1036.0,26.0258656521,6.9711496752,75.0987314721,29.9934925477,34.671261079,15.9817268169,5.9293562555,0.0,moong(green gram)
DAVANGERE,2001,Kharif,1329.0,246.0,30.4462517255,6.4178693213,75.3215605092,29.5875499901,33.9517401716,16.7929969648,5.2862045632,0.0,moong(green gram)
DHARWAD,2001,Kharif,18713.0,4498.0,26.9392497688,6.6576955658,60.8553786368,29.2186971286,30.5246492598,17.0191278902,6.9093638895,0.0,moong(green gram)
GADAG,2001,Kharif,32337.0,4485.0,33.5367584114,6.8206490087,61.1030715915,27.8760242026,32.1104158616,14.4791678537,4.2791882107,0.0,moong(green gram)
GULBARGA,2001,Kharif,98886.0,23673.0,27.3551393942,7.1951872663,87.7131742526,27.3908971656,31.9875196809,16.9955692935,5.2506900289,0.0,moong(green gram)
HASSAN,2001,Kharif,1830.0,954.0,25.1643703315,7.0330276026,77.7606615871,29.5516867576,31.5594411309,17.6187092201,5.7785251814,0.0,moong(green gram)
HAVERI,2001,Kharif,12141.0,5675.0,31.317872698,7.199419318,76.0845199179,25.8135353501,34.232373567,16.9171736505,6.3505547841,0.0,moong(green gram)
KOLAR,2001,Kharif,44.0,11.0,34.011491971,6.5942946038,69.7986851826,28.1702504026,32.12870431,16.5457552202,4.3840061741,0.0,moong(green gram)
KOPPAL,2001,Kharif,3808.0,488.0,32.7474228484,6.6722799624,82.4910846961,29.2793155051,33.753667535,17.7221925352,3.3873800761,0.0,moong(green gram)
MANDYA,2001,Kharif,330.0,86.0,34.7859037764,6.8022985292,61.7093621302,27.321226213,34.5570494339,17.5661066156,6.4496532178,0.0,moong(green gram)
MYSORE,2001,Kharif,3433.0,1790.0,34.0232776018,6.8332351747,66.2518283491,28.9902505241,33.0782706219,17.0338412504,6.248420379,0.0,moong(green gram)
RAICHUR,2001,Kharif,1504.0,983.0,28.5708904598,6.5075046607,73.4664239171,28.6706084881,34.5560948092,14.3846445491,5.4806512043,0.0,moong(green gram)
SHIMOGA,2001,Kharif,96.0,25.0,25.6435826374,6.3011424486,83.0037065047,29.6035284187,33.8718490243,17.0107951066,5.389966692,0.0,moong(green gram)
TUMKUR,2001,Kharif,1796.0,1971.0,28.3651178096,6.9000795463,87.4496488724,26.3143752213,33.1742890001,16.9149600699,3.6887213916,0.0,moong(green gram)
BAGALKOT,2001,Whole Year,6247.0,64311.0,21.5282051619,6.6347193403,71.9859267686,19.2656315214,29.4043908617,37.312111692,18.2683426009,18.043321537,onion
BANGALORE RURAL,2001,Whole Year,50.0,463.0,25.4541907173,6.4071494528,74.2278305815,19.1342201309,26.195009928,42.2412498561,20.6411823,19.0672818603,onion
BELGAUM,2001,Whole Year,1656.0,11635.0,24.9844992863,6.3705404415,65.9588778291,18.3108846197,29.4463043648,37.7568330495,21.3454013837,21.3079818158,onion
BELLARY,2001,Whole Year,3980.0,47730.0,23.6726748965,6.4925957658,65.7291654908,18.2983162444,29.784842642,39.0937530142,21.3161825972,20.2961272869,onion
BENGALURU URBAN,2001,Whole Year,157.0,1143.0,25.6311286845,6.1394167288,71.3056536478,19.6075973808,27.306264151,42.8464097445,21.054939745,21.5533479584,onion
BIDAR,2001,Whole Year,568.0,6961.0,23.0687786377,6.520873934,73.0365500882,19.6003413682,29.6949719313,42.3266398909,19.5925815279,21.1435702926,onion
BIJAPUR,2001,Whole Year,10862.0,133258.0,24.6201114822,6.839941144,67.5279210628,19.3003247822,29.3844414308,41.8797248953,20.3433045432,21.7477445122,onion
CHAMARAJANAGAR,2001,Whole Year,2283.0,19783.0,22.9657171353,6.6046367846,69.5170119922,19.9781555631,28.5625494687,37.4575544398,20.8355283946,20.2884394179,onion
CHIKMAGALUR,2001,Whole Year,3130.0,15600.0,23.8026072014,6.2574121096,72.0524606227,19.5720135407,29.9315341065,38.442847527,18.9101277772,19.2329411314,onion
CHITRADURGA,2001,Whole Year,14310.0,87444.0,24.748240412,6.2502470898,69.6113247291,19.3330505743,25.4332193577,41.0598171156,21.2456275625,18.8496572076,onion
DAVANGERE,2001,Whole Year,6422.0,48789.0,21.2202839914,6.8758324942,69.2694292279,19.4969882382,29.2320060343,40.7568837608,21.9864631205,19.3109560507,onion
DHARWAD,2001,Whole Year,32320.0,85801.0,22.1112475851,6.4702055546,70.7263192329,18.4505487366,29.1072527075,37.809207437,20.6841370063,21.0594531013,onion
GADAG,2001,Whole Year,30560.0,114753.0,23.374900126,6.2859779225,71.7860677955,19.4099387438,28.2922291925,42.2183921722,20.961124544,20.4556981833,onion
GULBARGA,2001,Whole Year,3486.0,25953.0,22.3730412952,6.5586951287,69.0726080886,19.5455251417,27.6153322065,37.7554072844,21.9494674034,18.7219810443,onion
HASSAN,2001,Whole Year,326.0,2212.0,25.6930495353,6.0466435166,70.9447663236,19.1893745855,26.0257967722,39.673090041,18.7783623641,21.8528679093,onion
HAVERI,2001,Whole Year,4512.0,14019.0,25.8798737495,6.6073185304,73.2444115608,19.8259876245,27.4473185552,40.8690697584,20.0933706292,20.7364837656,onion
KOLAR,2001,Whole Year,1779.0,18154.0,21.682400623,6.4371440293,65.8443416938,18.4312590233,28.1524865387,39.1325316047,19.9640345269,21.9090690839,onion
KOPPAL,2001,Whole Year,598.0,5212.0,25.7434213736,6.9097385728,67.2280467284,19.2547765785,25.0639922246,42.0595034799,20.5302613525,19.4439866238,onion
MANDYA,2001,Whole Year,337.0,2646.0,24.8871722281,6.7826766339,72.3769597614,19.9151460086,25.6090403566,38.2511114639,18.7653043151,20.9445660758,onion
MYSORE,2001,Whole Year,5.0,21.0,24.3335086526,6.1895212773,73.5457853147,19.5799742967,26.650374257,39.5872974279,21.6717456265,20.251858823,onion
RAICHUR,2001,Whole Year,1597.0,11068.0,21.1933765639,6.1505948936,67.0701425684,19.4028828359,28.1815587658,40.6518402493,21.6988499115,18.8184714408,onion
SHIMOGA,2001,Whole Year,20.0,86.0,22.6203831581,6.8670471215,72.9723064772,18.7246371284,29.7320906617,40.7530939882,19.3339563251,21.048337506,onion
TUMKUR,2001,Whole Year,529.0,2824.0,23.3585751417,6.4169083002,65.5900424755,18.8454709617,28.4536213337,37.0230419593,18.7256737617,21.1137844411,onion
UDUPI,2001,Whole Year,6.0,86.0,21.7165671542,6.3690671253,73.3931219906,19.8325777084,27.3165457991,37.3579038973,18.2528970063,18.1940521268,onion
UTTAR KANNAD,2001,Whole Year,75.0,1081.0,24.2609613321,6.9178581292,68.5739489097,18.671515297,27.2085479314,41.719209614,18.7623323764,21.0516542213,onion
BANGALORE RURAL,2001,Whole Year,1636.0,27066.0,16.6254775952,6.036811619,40.6467193192,15.046836888,18.2125444385,71.3375021526,23.3170447356,23.4867941131,potato
BELGAUM,2001,Whole Year,5228.0,63008.0,14.4792940604,5.0027532366,40.8614142877,20.8906741181,14.2393008508,73.4240608944,26.9997948937,24.3185843792,potato
BENGALURU URBAN,2001,Whole Year,83.0,1149.0,21.7694576542,5.6323577409,36.1851100742,22.1978685573,18.1899176434,75.4527104919,24.2900129291,22.6212749131,potato
BIDAR,2001,Whole Year,58.0,1122.0,19.2036889366,6.0290706561,36.0995316034,23.5173690478,19.6367035408,77.9829136925,23.0556016186,26.213182754,potato
CHAMARAJANAGAR,2001,Whole Year,10.0,90.0,22.4792441471,6.7940312524,48.3092866122,17.8429986475,16.444973056,70.3677671184,23.5391804737,23.7672100173,potato
CHIKMAGALUR,2001,Whole Year,2552.0,23524.0,19.6406629473,5.4648382753,49.8666925178,21.7882963546,17.6966086655,78.6084175016,25.1510253667,22.5349674265,potato
DAVANGERE,2001,Whole Year,7.0,63.0,20.0071489935,6.9420446271,42.2780725835,15.3307664899,16.0268435261,73.4295122908,22.0178736195,26.4028706044,potato
DHARWAD,2001,Whole Year,2211.0,2056.0,16.5769024734,6.7647938232,30.7310530237,23.3815712005,19.1566094407,77.8872856996,25.0165519186,22.0562303009,potato
GULBARGA,2001,Whole Year,2.0,44.0,22.9657680744,5.5555327209,32.9784171374,18.6279576559,19.2833795162,75.5232360487,24.6095104018,22.1188320185,potato
HASSAN,2001,Whole Year,15367.0,138495.0,18.0043636719,6.4421960828,48.8078940498,15.4657360274,14.8145040754,75.9202597416,23.2913493186,24.547742536,potato
KOLAR,2001,Whole Year,11834.0,214109.0,21.6561421016,5.6548457069,38.8043732895,17.474643704,14.2168968082,71.0928996087,27.6446184639,26.220769088,potato
MANDYA,2001,Whole Year,110.0,2137.0,14.3609149864,5.90743422,35.0022405027,15.885701285,14.2448376639,78.5755702833,26.7514036313,26.8128475042,potato
MYSORE,2001,Whole Year,50.0,448.0,21.9135393746,6.2586752517,32.7554885116,18.2823052789,18.9069847683,71.3578671181,24.9532935013,24.8927325485,potato
TUMKUR,2001,Whole Year,8.0,96.0,19.6985817585,5.3722195553,31.3969667736,18.4400295785,17.7229918273,74.3579271843,23.4868240713,23.6440714847,potato
BANGALORE RURAL,2001,Kharif,146131.0,283423.0,24.4108950947,5.9229189846,102.7443513229,30.552850677,22.1509137209,12.3472875317,26.434795658,11.461746126,ragi
BELGAUM,2001,Kharif,1995.0,1911.0,30.7210709377,4.5234694426,102.2908939226,31.2229593827,29.419135887,14.1173426012,27.7273820445,13.3139266242,ragi
BELLARY,2001,Kharif,5844.0,8087.0,29.7125534168,5.9338343091,98.399907184,30.8493062349,21.4693624823,10.0182006328,27.7236614761,13.9243176425,ragi
BENGALURU URBAN,2001,Kharif,47618.0,111399.0,27.8805316947,6.172300143,97.6906621836,33.7896978658,21.5705228629,13.5694933362,25.9193336905,10.9925929464,ragi
CHAMARAJANAGAR,2001,Kharif,23850.0,38708.0,21.030003849,5.2158236598,94.3028888105,31.0966064158,22.1730621623,10.9020709514,24.8921663804,13.1529345875,ragi
CHIKMAGALUR,2001,Kharif,61247.0,87219.0,29.7725724826,5.0888231258,101.099999039,33.6709154212,22.8036302243,10.5678852469,27.0845601379,13.2836508402,ragi
CHITRADURGA,2001,Kharif,66627.0,99239.0,29.5336944836,7.6732744823,101.7147063017,33.0621086651,24.4095615034,10.9989312824,22.1277343396,10.4094564087,ragi
DAVANGERE,2001,Kharif,35495.0,49822.0,30.7049307572,7.1770966454,91.3223313456,33.4745963087,25.8746112602,9.5902537762,24.7689915986,13.5445860129,ragi
DHARWAD,2001,Kharif,317.0,331.0,23.2867231878,6.2577262313,107.902404942,33.717453669,22.8598691902,14.8145323349,27.3764292618,12.3142656009,ragi
GADAG,2001,Kharif,29.0,45.0,23.8575087896,4.8777984429,103.1660500282,31.4800466766,22.4424799259,9.7064695533,25.4237006722,13.1559654399,ragi
HASSAN,2001,Kharif,100335.0,170597.0,33.4336206774,6.8900058231,105.1792116185,31.5713921238,22.4502832411,14.1119848967,25.9470930379,11.1273188883,ragi
HAVERI,2001,Kharif,2370.0,1507.0,33.5601276756,5.3178559564,105.0232149025,33.8478026347,23.9299766103,11.5717061561,25.3228006379,12.8031986495,ragi
KODAGU,2001,Kharif,575.0,866.0,33.3260544177,7.4444164758,94.3196159172,31.412734656,21.121533484,9.9546712353,23.3856349248,13.0354782445,ragi
KOLAR,2001,Kharif,100223.0,165110.0,30.329101302,7.7868134613,105.1121237608,30.8340627094,27.1284100936,11.3054235149,22.2864139324,10.0384991737,ragi
MANDYA,2001,Kharif,67843.0,127803.0,33.5813870259,7.8819375599,98.4783397747,31.1528834774,27.3747210168,11.3636752383,24.782481776,10.4752640551,ragi
MYSORE,2001,Kharif,66135.0,109676.0,25.8225804213,5.6148275119,98.8132053222,30.5859775895,25.820992759,14.0507891503,23.5214998693,12.0603230627,ragi
SHIMOGA,2001,Kharif,5558.0,6688.0,27.9605968266,6.4500571244,100.4584056104,33.1183799211,28.232981602,13.3305948063,22.10066593,13.8363431006,ragi
TUMKUR,2001,Kharif,171518.0,216119.0,32.5089957293,7.262925373,103.617774101,33.1680377871,21.4865948389,9.189687807,27.9044561948,11.6722783342,ragi
UTTAR KANNAD,2001,Kharif,42.0,44.0,20.0293067754,4.9694025663,97.1324350672,33.2175148608,28.39436926,10.7014761955,27.2618165118,11.8365989932,ragi
BAGALKOT,2001,Rabi,74.0,11.0,24.1989218289,6.6097016431,37.5510088395,21.8473940739,28.9357999179,23.7306377107,9.952406298,0.0,rapeseed &mustard
BANGALORE RURAL,2001,Rabi,1766.0,573.0,23.3967295025,6.0633345323,25.5229816692,21.8893164048,29.3641834016,22.3362234118,9.4448037565,0.0,rapeseed &mustard
BELGAUM,2001,Rabi,497.0,69.0,22.1202594391,6.535968675,27.0646351962,20.7841577135,29.3726856439,27.8915321042,6.7140983847,0.0,rapeseed &mustard
BELLARY,2001,Rabi,185.0,14.0,24.5807678738,6.5742739624,37.7324572221,21.3143137721,28.1392857232,27.5959923084,9.4849042386,0.0,rapeseed &mustard
BENGALURU URBAN,2001,Rabi,772.0,251.0,22.8614952788,7.2106989668,31.5224594844,21.4383989321,29.1215415005,27.3788052854,9.2803591496,0.0,rapeseed &mustard
BIDAR,2001,Rabi,17.0,1.0,22.1893221428,6.6402854303,36.4984556791,20.8184358416,29.9034289939,26.0207697729,6.3624016626,0.0,rapeseed &mustard
CHIKMAGALUR,2001,Rabi,282.0,78.0,22.8078896225,6.7496608819,35.537807883,20.0559872695,29.6550851892,27.7936436307,8.7567782791,0.0,rapeseed &mustard
CHITRADURGA,2001,Rabi,339.0,72.0,23.9454435794,6.0524570964,32.6693148935,21.9453943375,29.9767798505,27.4811014111,7.3450597286,0.0,rapeseed &mustard
DAVANGERE,2001,Rabi,87.0,19.0,23.8275775743,6.2261868426,35.2746350897,20.9939913937,29.7891543148,26.8238062577,6.1117559265,0.0,rapeseed &mustard
DHARWAD,2001,Rabi,19.0,3.0,23.371099624,7.1686812333,26.9738918163,21.5131246031,29.9133383607,27.5349243948,8.9153582871,0.0,rapeseed &mustard
GADAG,2001,Rabi,230.0,61.0,24.3069153657,6.7871466946,32.4859586069,20.2709924238,28.604857467,26.4533092277,8.8522347379,0.0,rapeseed &mustard
HASSAN,2001,Rabi,395.0,107.0,22.8783312141,6.738993014,28.378219612,21.4099782598,28.4519459202,25.2945826193,9.3792899957,0.0,rapeseed &mustard
HAVERI,2001,Rabi,148.0,23.0,23.1278888399,7.3034385704,33.0540091647,21.6616011025,29.3730644483,26.5997957197,6.5254731425,0.0,rapeseed &mustard
KOLAR,2001,Rabi,1245.0,356.0,23.0012726847,6.8869548461,30.6806306228,20.2213942099,29.9783266054,24.6383428634,9.8217165478,0.0,rapeseed &mustard
RAICHUR,2001,Rabi,30.0,8.0,24.1227974497,7.2704427996,37.0146254998,20.0465176419,29.6569123441,24.3765611842,8.0008744793,0.0,rapeseed &mustard
SHIMOGA,2001,Rabi,33.0,10.0,24.4613088339,6.0840582284,25.2802545797,20.4226397567,29.4343452757,27.3691117669,9.5659627782,0.0,rapeseed &mustard
TUMKUR,2001,Rabi,944.0,249.0,23.1636633006,6.3722730567,25.6950272644,21.1226146183,28.5838604187,25.5550914473,6.4516980647,0.0,rapeseed &mustard
BAGALKOT,2001,Kharif,171.0,411.0,24.415987382,7.8386611828,10.1084670079,28.8408237581,25.5939535509,51.5957638979,12.6152068929,12.4145095689,rice
BANGALORE RURAL,2001,Kharif,11067.0,28322.0,20.9593248395,7.1865223048,15.1901990536,24.9813913708,26.0858934831,50.7479947474,11.2257061615,11.0636194464,rice
BELGAUM,2001,Kharif,63662.0,56350.0,22.1457094478,7.7454543672,19.4933322224,29.0655937461,20.4739985201,52.6782196908,12.8530500393,13.7872298677,rice
BELLARY,2001,Kharif,54582.0,175813.0,25.537910626,8.7205502089,17.9817641374,24.7234855138,22.513600048,47.0571619094,13.1121852021,12.6675290626,rice
BENGALURU URBAN,2001,Kharif,3753.0,7313.0,22.4686862482,5.0120593412,10.6335309106,24.3049759728,16.3897784071,51.6765478519,12.9101710949,10.090736191,rice
BIDAR,2001,Kharif,11224.0,9048.0,26.2139386515,9.2321979566,17.3510009563,28.7706280332,17.2712116851,48.7812895698,12.0246407738,11.1446150047,rice
BIJAPUR,2001,Kharif,4.0,6.0,26.2607254868,5.2749460103,17.5616559884,27.215047427,16.8227662612,52.2282536271,13.0498401361,10.0115708043,rice
CHAMARAJANAGAR,2001,Kharif,16603.0,49259.0,21.9086149649,7.6573267801,17.8474887771,29.6127840243,21.8352897249,48.2900112694,11.5400596703,10.6990802102,rice
CHIKMAGALUR,2001,Kharif,44486.0,102979.0,20.9887087816,5.113052525,11.2987543827,21.6864643932,22.5516525068,51.5796880313,10.2017809266,10.8550108964,rice
CHITRADURGA,2001,Kharif,6680.0,14053.0,17.6930177681,6.4291828167,12.3340453323,27.491418751,19.6719292281,50.4513515008,12.0534388596,11.2055912107,rice
DAKSHIN KANNAD,2001,Kharif,34278.0,74077.0,22.6239883234,8.3832736594,14.2707710247,29.0321142455,22.0164483558,49.1337769728,10.2253117917,13.107504625,rice
DAVANGERE,2001,Kharif,67016.0,227128.0,29.3015720719,7.6505217586,14.0252725446,21.6168046362,23.0140493574,52.3208810152,10.2389024793,11.64273764,rice
